base_beta,sigma,corr_len,sample_idx,alpha_min,sep_event
-0.18,0.05,0.3,33,-0.4025386295375462,1
-0.18,0.05,0.3,34,-0.40148282993208045,1
-0.18,0.05,0.3,35,-0.40309200502394094,1
-0.18,0.05,0.3,36,-0.40403566352593456,1
-0.18,0.05,0.3,37,-0.4031357888312433,1
-0.18,0.05,0.3,38,-0.40072251135334663,1
-0.18,0.05,0.3,39,-0.40468957762058866,1
-0.18,0.05,0.3,40,-0.40762220693919843,1
-0.18,0.05,0.3,41,-0.4077496260901599,1
-0.18,0.05,0.3,42,-0.4015394418993496,1
-0.18,0.05,0.3,43,-0.4024077944932687,1
-0.18,0.05,0.3,44,-0.40736292879497243,1
-0.18,0.05,0.3,45,-0.4081061372146327,1
-0.18,0.05,0.3,46,-0.40344488029510867,1
-0.18,0.05,0.3,47,-0.40658993760083123,1
-0.18,0.05,0.3,48,-0.40524467229622374,1
-0.18,0.05,0.3,49,-0.40177937937198677,1
-0.18,0.05,0.3,50,-0.3978024099184069,1
-0.18,0.05,0.3,51,-0.40233524189218395,1
-0.18,0.05,0.3,52,-0.4052209940087918,1
-0.18,0.05,0.3,53,-0.40823796735936024,1
-0.18,0.05,0.3,54,-0.40027378089333876,1
-0.18,0.05,0.3,55,-0.4066380566036604,1
-0.18,0.05,0.3,56,-0.40596055569128425,1
-0.18,0.05,0.3,57,-0.40809099051211684,1
-0.18,0.05,0.3,58,-0.40060344292204764,1
-0.18,0.05,0.3,59,-0.40661773259006423,1
-0.17,0.01,0.02,0,-0.39848457623658207,1
-0.17,0.01,0.02,1,-0.40340288501709987,1
-0.17,0.01,0.02,2,-0.3994878770430604,1
-0.17,0.01,0.02,3,-0.39145803610924157,1
-0.17,0.01,0.02,4,-0.39575440287755626,1
-0.17,0.01,0.02,5,-0.39641151197944124,1
-0.17,0.01,0.02,6,-0.401350394504956,1
-0.17,0.01,0.02,7,-0.4077811727721878,1
-0.17,0.01,0.02,8,-0.3970144159729178,1
-0.17,0.01,0.02,9,-0.39055499474233746,1
-0.17,0.01,0.02,10,-0.4074009980572206,1
-0.17,0.01,0.02,11,-0.39925128519033026,1
-0.17,0.01,0.02,12,-0.3989238397428025,1
-0.17,0.01,0.02,13,-0.4050112261354985,1
-0.17,0.01,0.02,14,-0.4027708889256863,1
-0.17,0.01,0.02,15,-0.3956791352058269,1
-0.17,0.01,0.02,16,-0.39205117268867684,1
-0.17,0.01,0.02,17,-0.3937005633414124,1
-0.17,0.01,0.02,18,-0.4004107884318371,1
-0.17,0.01,0.02,19,-0.3961746569768306,1
-0.17,0.01,0.02,20,-0.3912852949021076,1
-0.17,0.01,0.02,21,-0.40304145483172177,1
-0.17,0.01,0.02,22,-0.39493982410093464,1
-0.17,0.01,0.02,23,-0.40410775365266355,1
-0.17,0.01,0.02,24,-0.3940212417084874,1
-0.17,0.01,0.02,25,-0.3854847462752733,1
-0.17,0.01,0.02,26,-0.3899260236227352,1
-0.17,0.01,0.02,27,-0.3965347877652551,1
-0.17,0.01,0.02,28,-0.39593255528023685,1
-0.17,0.01,0.02,29,-0.3986848717762431,1
-0.17,0.01,0.02,30,-0.3930801597026571,1
-0.17,0.01,0.02,31,-0.39059821195333405,1
-0.17,0.01,0.02,32,-0.39725423473334526,1
-0.17,0.01,0.02,33,-0.3990474993333472,1
-0.17,0.01,0.02,34,-0.4031012797925706,1
-0.17,0.01,0.02,35,-0.3927227328919846,1
-0.17,0.01,0.02,36,-0.3994124635737662,1
-0.17,0.01,0.02,37,-0.4009761862018772,1
-0.17,0.01,0.02,38,-0.3929028829655183,1
-0.17,0.01,0.02,39,-0.3958860727181355,1
-0.17,0.01,0.02,40,-0.39834288651524136,1
-0.17,0.01,0.02,41,-0.4010278530363824,1
-0.17,0.01,0.02,42,-0.4046578620962655,1
-0.17,0.01,0.02,43,-0.40197987295661564,1
-0.17,0.01,0.02,44,-0.3958391100107412,1
-0.17,0.01,0.02,45,-0.39563466991562835,1
-0.17,0.01,0.02,46,-0.39385319396029883,1
-0.17,0.01,0.02,47,-0.3904674918381078,1
-0.17,0.01,0.02,48,-0.3954682481937045,1
-0.17,0.01,0.02,49,-0.4003504182609109,1
-0.17,0.01,0.02,50,-0.40212568801182436,1
-0.17,0.01,0.02,51,-0.3965379380941077,1
-0.17,0.01,0.02,52,-0.3973664820656212,1
-0.17,0.01,0.02,53,-0.3949608914701727,1
-0.17,0.01,0.02,54,-0.3950156812961821,1
-0.17,0.01,0.02,55,-0.39560948132024454,1
-0.17,0.01,0.02,56,-0.3951863505166161,1
-0.17,0.01,0.02,57,-0.4001453710490165,1
-0.17,0.01,0.02,58,-0.3944905785350869,1
-0.17,0.01,0.02,59,-0.4049201511113385,1
-0.17,0.01,0.1,0,-0.37905937559518704,1
-0.17,0.01,0.1,1,-0.39143577748371056,1
-0.17,0.01,0.1,2,-0.3802455938729835,1
-0.17,0.01,0.1,3,-0.3921303009301524,1
-0.17,0.01,0.1,4,-0.4071658126329301,1
-0.17,0.01,0.1,5,-0.391336143640675,1
-0.17,0.01,0.1,6,-0.3990190944506034,1
-0.17,0.01,0.1,7,-0.4045590604556009,1
-0.17,0.01,0.1,8,-0.38468934723409876,1
-0.17,0.01,0.1,9,-0.3869318649872283,1
-0.17,0.01,0.1,10,-0.3889177183326371,1
-0.17,0.01,0.1,11,-0.4023926449579302,1
-0.17,0.01,0.1,12,-0.4018527453406625,1
-0.17,0.01,0.1,13,-0.3857389309481089,1
-0.17,0.01,0.1,14,-0.38863241055561254,1
-0.17,0.01,0.1,15,-0.39101309076076046,1
-0.17,0.01,0.1,16,-0.397613372590762,1
-0.17,0.01,0.1,17,-0.37973076897999875,1
-0.17,0.01,0.1,18,-0.3935446455217816,1
-0.17,0.01,0.1,19,-0.39741169883456795,1
-0.17,0.01,0.1,20,-0.3896766537855235,1
-0.17,0.01,0.1,21,-0.396336807192777,1
-0.17,0.01,0.1,22,-0.40123344805866823,1
-0.17,0.01,0.1,23,-0.4070779511925373,1
-0.17,0.01,0.1,24,-0.40453634259413834,1
-0.17,0.01,0.1,25,-0.3870770230409215,1
-0.17,0.01,0.1,26,-0.4007511038385936,1
-0.17,0.01,0.1,27,-0.401071097285442,1
-0.17,0.01,0.1,28,-0.3984232105806175,1
-0.17,0.01,0.1,29,-0.3800442051289782,1
-0.17,0.01,0.1,30,-0.39111526436030736,1
-0.17,0.01,0.1,31,-0.3827413226422564,1
-0.17,0.01,0.1,32,-0.3927683864963101,1
-0.17,0.01,0.1,33,-0.3806347835524626,1
-0.17,0.01,0.1,34,-0.3915322749120341,1
-0.17,0.01,0.1,35,-0.40739348714450835,1
-0.17,0.01,0.1,36,-0.40012161044415545,1
-0.17,0.01,0.1,37,-0.39289243596975987,1
-0.17,0.01,0.1,38,-0.40304247138664395,1
-0.17,0.01,0.1,39,-0.38471381905837115,1
-0.17,0.01,0.1,40,-0.3999981337077844,1
-0.17,0.01,0.1,41,-0.38722990979783495,1
-0.17,0.01,0.1,42,-0.4025406914499279,1
-0.17,0.01,0.1,43,-0.3761396186142112,1
-0.17,0.01,0.1,44,-0.400352440198378,1
-0.17,0.01,0.1,45,-0.39112754999020166,1
-0.17,0.01,0.1,46,-0.3990852486829525,1
-0.17,0.01,0.1,47,-0.4039439389018446,1
-0.17,0.01,0.1,48,-0.3857457704495502,1
-0.17,0.01,0.1,49,-0.38989403725516547,1
-0.17,0.01,0.1,50,-0.3992896028715913,1
-0.17,0.01,0.1,51,-0.4031387953427819,1
-0.17,0.01,0.1,52,-0.3826865509991491,1
-0.17,0.01,0.1,53,-0.4081740562985322,1
-0.17,0.01,0.1,54,-0.4033559398372384,1
-0.17,0.01,0.1,55,-0.3868114704481728,1
-0.17,0.01,0.1,56,-0.39712551584141714,1
-0.17,0.01,0.1,57,-0.38762415741009004,1
-0.17,0.01,0.1,58,-0.389850663491277,1
-0.17,0.01,0.1,59,-0.3927957472213145,1
-0.17,0.01,0.3,0,-0.39059935729882805,1
-0.17,0.01,0.3,1,-0.38096152520343907,1
-0.17,0.01,0.3,2,-0.37905594827251604,1
-0.17,0.01,0.3,3,-0.3862531125260404,1
-0.17,0.01,0.3,4,-0.3965148529083757,1
-0.17,0.01,0.3,5,-0.38395466006519835,1
-0.17,0.01,0.3,6,-0.39716834716557464,1
-0.17,0.01,0.3,7,-0.3870714439904884,1
-0.17,0.01,0.3,8,-0.3956681906859939,1
-0.17,0.01,0.3,9,-0.377737939253324,1
-0.17,0.01,0.3,10,-0.3740638959166574,1
-0.17,0.01,0.3,11,-0.3881358175298624,1
-0.17,0.01,0.3,12,-0.3884293071839228,1
-0.17,0.01,0.3,13,-0.3795000127334627,1
-0.17,0.01,0.3,14,-0.38568117802551927,1
-0.17,0.01,0.3,15,-0.38804456902700374,1
-0.17,0.01,0.3,16,-0.3999116140569998,1
-0.17,0.01,0.3,17,-0.38834351431516945,1
-0.17,0.01,0.3,18,-0.3789112973604964,1
-0.17,0.01,0.3,19,-0.3896352720116878,1
-0.17,0.01,0.3,20,-0.3799611818263314,1
-0.17,0.01,0.3,21,-0.39762308848685063,1
-0.17,0.01,0.3,22,-0.3887298977855489,1
-0.17,0.01,0.3,23,-0.39138983495253743,1
-0.17,0.01,0.3,24,-0.3866306593772858,1
-0.17,0.01,0.3,25,-0.38293900371089784,1
-0.17,0.01,0.3,26,-0.3960085777564091,1
-0.17,0.01,0.3,27,-0.38132861230974346,1
-0.17,0.01,0.3,28,-0.3891945863003455,1
-0.17,0.01,0.3,29,-0.3940697213206566,1
-0.17,0.01,0.3,30,-0.4032202162445807,1
-0.17,0.01,0.3,31,-0.3957626775254108,1
-0.17,0.01,0.3,32,-0.38888126369488674,1
-0.17,0.01,0.3,33,-0.4025684411195645,1
-0.17,0.01,0.3,34,-0.3810105985635753,1
-0.17,0.01,0.3,35,-0.38636749276984056,1
-0.17,0.01,0.3,36,-0.38257291216487266,1
-0.17,0.01,0.3,37,-0.39412534760660567,1
-0.17,0.01,0.3,38,-0.39012510714865545,1
-0.17,0.01,0.3,39,-0.3755316130585876,1
-0.17,0.01,0.3,40,-0.3992998762288867,1
-0.17,0.01,0.3,41,-0.39350158721195977,1
-0.17,0.01,0.3,42,-0.39246233196221786,1
-0.17,0.01,0.3,43,-0.3956608344142993,1
-0.17,0.01,0.3,44,-0.3743549766788216,1
-0.17,0.01,0.3,45,-0.38847050635940755,1
-0.17,0.01,0.3,46,-0.38353310262287027,1
-0.17,0.01,0.3,47,-0.38090109938339933,1
-0.17,0.01,0.3,48,-0.390915194953149,1
-0.17,0.01,0.3,49,-0.3860551813880092,1
-0.17,0.01,0.3,50,-0.38958435902915645,1
-0.17,0.01,0.3,51,-0.3977414333879392,1
-0.17,0.01,0.3,52,-0.39782380101650533,1
-0.17,0.01,0.3,53,-0.38848101363151333,1
-0.17,0.01,0.3,54,-0.39745170653878065,1
-0.17,0.01,0.3,55,-0.3825355986526492,1
-0.17,0.01,0.3,56,-0.39420108249928776,1
-0.17,0.01,0.3,57,-0.3895772123224247,1
-0.17,0.01,0.3,58,-0.39686571251823427,1
-0.17,0.01,0.3,59,-0.38258458616456104,1
-0.17,0.03,0.02,0,-0.40699609547304205,1
-0.17,0.03,0.02,1,-0.40310207666018993,1
-0.17,0.03,0.02,2,-0.4040614419222712,1
-0.17,0.03,0.02,3,-0.4030902690816633,1
-0.17,0.03,0.02,4,-0.4082306616692586,1
-0.17,0.03,0.02,5,-0.4068843908821947,1
-0.17,0.03,0.02,6,-0.4079416060837081,1
-0.17,0.03,0.02,7,-0.40802789375317905,1
-0.17,0.03,0.02,8,-0.4041275093401699,1
-0.17,0.03,0.02,9,-0.4026142088847281,1
-0.17,0.03,0.02,10,-0.4080835419961151,1
-0.17,0.03,0.02,11,-0.4072723093790229,1
-0.17,0.03,0.02,12,-0.403902479980052,1
-0.17,0.03,0.02,13,-0.39745271348001354,1
-0.17,0.03,0.02,14,-0.40215368142322894,1
-0.17,0.03,0.02,15,-0.4057182967670308,1
-0.17,0.03,0.02,16,-0.40722572485506087,1
-0.17,0.03,0.02,17,-0.4070303815362491,1
-0.17,0.03,0.02,18,-0.40823325985782977,1
-0.17,0.03,0.02,19,-0.40726035320063786,1
-0.17,0.03,0.02,20,-0.4039399313920488,1
-0.17,0.03,0.02,21,-0.40824533513058664,1
-0.17,0.03,0.02,22,-0.4049342346696941,1
-0.17,0.03,0.02,23,-0.4071222326500401,1
-0.17,0.03,0.02,24,-0.4080734239323246,1
-0.17,0.03,0.02,25,-0.4078987708740403,1
-0.17,0.03,0.02,26,-0.405290652987147,1
-0.17,0.03,0.02,27,-0.4073172505558415,1
-0.17,0.03,0.02,28,-0.4032065902601469,1
-0.17,0.03,0.02,29,-0.4071110051126268,1
-0.17,0.03,0.02,30,-0.40395967235867114,1
-0.17,0.03,0.02,31,-0.40741572443921964,1
-0.17,0.03,0.02,32,-0.40629793884236626,1
-0.17,0.03,0.02,33,-0.3978155771503984,1
-0.17,0.03,0.02,34,-0.40671039744966997,1
-0.17,0.03,0.02,35,-0.40835403409066795,1
-0.17,0.03,0.02,36,-0.4073831177253764,1
-0.17,0.03,0.02,37,-0.4069755145293617,1
-0.17,0.03,0.02,38,-0.4033904217755899,1
-0.17,0.03,0.02,39,-0.40830121652312107,1
-0.17,0.03,0.02,40,-0.40557448482641,1
-0.17,0.03,0.02,41,-0.4076873684582344,1
-0.17,0.03,0.02,42,-0.40482180286408836,1
-0.17,0.03,0.02,43,-0.40538797404673643,1
-0.17,0.03,0.02,44,-0.4056000198024301,1
-0.17,0.03,0.02,45,-0.40359960840819564,1
-0.17,0.03,0.02,46,-0.4062273285144485,1
-0.17,0.03,0.02,47,-0.4021451520211887,1
-0.17,0.03,0.02,48,-0.40808638445095935,1
-0.17,0.03,0.02,49,-0.40784468352167796,1
-0.17,0.03,0.02,50,-0.4068629467558733,1
-0.17,0.03,0.02,51,-0.401483194042581,1
-0.17,0.03,0.02,52,-0.40647359490956486,1
-0.17,0.03,0.02,53,-0.4078404737129594,1
-0.17,0.03,0.02,54,-0.40343779525559564,1
-0.17,0.03,0.02,55,-0.40470386445007894,1
-0.17,0.03,0.02,56,-0.4065300964430997,1
-0.17,0.03,0.02,57,-0.4049682410371268,1
-0.17,0.03,0.02,58,-0.40568778662916855,1
-0.17,0.03,0.02,59,-0.4026600506590687,1
-0.17,0.03,0.1,0,-0.4073423086508999,1
-0.17,0.03,0.1,1,-0.40826801200526963,1
-0.17,0.03,0.1,2,-0.4078138708095932,1
-0.17,0.03,0.1,3,-0.4076726184391652,1
-0.17,0.03,0.1,4,-0.40774530730018066,1
-0.17,0.03,0.1,5,-0.4075205724120556,1
-0.17,0.03,0.1,6,-0.40023658796948264,1
-0.17,0.03,0.1,7,-0.4073656268863693,1
-0.17,0.03,0.1,8,-0.4021538752325973,1
-0.17,0.03,0.1,9,-0.40771583905902514,1
-0.17,0.03,0.1,10,-0.4016877327406346,1
-0.17,0.03,0.1,11,-0.4053867443036251,1
-0.17,0.03,0.1,12,-0.38232141158741373,1
-0.17,0.03,0.1,13,-0.4068186247788663,1
-0.17,0.03,0.1,14,-0.4031393421532149,1
-0.17,0.03,0.1,15,-0.4076798396315268,1
-0.17,0.03,0.1,16,-0.40757397597485034,1
-0.17,0.03,0.1,17,-0.40754974803799277,1
-0.17,0.03,0.1,18,-0.40035020638578295,1
-0.17,0.03,0.1,19,-0.40820764691499867,1
-0.17,0.03,0.1,20,-0.3962603692586204,1
-0.17,0.03,0.1,21,-0.40729654239310703,1
-0.17,0.03,0.1,22,-0.3947533963641515,1
-0.17,0.03,0.1,23,-0.40690203531964314,1
-0.17,0.03,0.1,24,-0.4073476233161304,1
-0.17,0.03,0.1,25,-0.4037721969693522,1
-0.17,0.03,0.1,26,-0.40836175764288335,1
-0.17,0.03,0.1,27,-0.40743726101031463,1
-0.17,0.03,0.1,28,-0.40748840520354185,1
-0.17,0.03,0.1,29,-0.4081225031685587,1
-0.17,0.03,0.1,30,-0.4013912715162568,1
-0.17,0.03,0.1,31,-0.40833620855193115,1
-0.17,0.03,0.1,32,-0.4063965272458979,1
-0.17,0.03,0.1,33,-0.40460923120869996,1
-0.17,0.03,0.1,34,-0.40421822676882424,1
-0.17,0.03,0.1,35,-0.402461107163144,1
-0.17,0.03,0.1,36,-0.4045935634603309,1
-0.17,0.03,0.1,37,-0.40199550075632945,1
-0.17,0.03,0.1,38,-0.40785772472513315,1
-0.17,0.03,0.1,39,-0.40841139547993766,1
-0.17,0.03,0.1,40,-0.4076486201361417,1
-0.17,0.03,0.1,41,-0.4003525061058992,1
-0.17,0.03,0.1,42,-0.40782801815712366,1
-0.17,0.03,0.1,43,-0.4071612770609966,1
-0.17,0.03,0.1,44,-0.3997620728157348,1
-0.17,0.03,0.1,45,-0.40284001043296414,1
-0.17,0.03,0.1,46,-0.4060355909754002,1
-0.17,0.03,0.1,47,-0.4075872927339376,1
-0.17,0.03,0.1,48,-0.4081863589312976,1
-0.17,0.03,0.1,49,-0.3999594124159741,1
-0.17,0.03,0.1,50,-0.39907509920483114,1
-0.17,0.03,0.1,51,-0.40312911564613985,1
-0.17,0.03,0.1,52,-0.40744296101553423,1
-0.17,0.03,0.1,53,-0.40485169802873233,1
-0.17,0.03,0.1,54,-0.4059015111598913,1
-0.17,0.03,0.1,55,-0.407203466236233,1
-0.17,0.03,0.1,56,-0.38307028532284043,1
-0.17,0.03,0.1,57,-0.4081132470755285,1
-0.17,0.03,0.1,58,-0.4066780647982228,1
-0.17,0.03,0.1,59,-0.4057948553804581,1
-0.17,0.03,0.3,0,-0.4082712524696342,1
-0.17,0.03,0.3,1,-0.4075548898977807,1
-0.17,0.03,0.3,2,-0.407340004632291,1
-0.17,0.03,0.3,3,-0.40785949504840535,1
-0.17,0.03,0.3,4,-0.40666677075542945,1
-0.17,0.03,0.3,5,-0.4079542410481937,1
-0.17,0.03,0.3,6,-0.4081553679146784,1
-0.17,0.03,0.3,7,-0.40764625807355853,1
-0.17,0.03,0.3,8,-0.4076571692542662,1
-0.17,0.03,0.3,9,-0.40051187256220266,1
-0.17,0.03,0.3,10,-0.4032376809230392,1
-0.17,0.03,0.3,11,-0.40592418541600916,1
-0.17,0.03,0.3,12,-0.40436347553484014,1
-0.17,0.03,0.3,13,-0.4049210091160758,1
-0.17,0.03,0.3,14,-0.37868495522889734,1
-0.17,0.03,0.3,15,-0.40564829028443183,1
-0.17,0.03,0.3,16,-0.4077788267341195,1
-0.17,0.03,0.3,17,-0.4079808606659359,1
-0.17,0.03,0.3,18,-0.4049105637279958,1
-0.17,0.03,0.3,19,-0.407070805517377,1
-0.17,0.03,0.3,20,-0.40813712936181024,1
-0.17,0.03,0.3,21,-0.40497718718701214,1
-0.17,0.03,0.3,22,-0.4083625816459274,1
-0.17,0.03,0.3,23,-0.4024939409147363,1
-0.17,0.03,0.3,24,-0.40801953823501974,1
-0.17,0.03,0.3,25,-0.40379076157437543,1
-0.17,0.03,0.3,26,-0.40718558287203444,1
-0.17,0.03,0.3,27,-0.4062822515361345,1
-0.17,0.03,0.3,28,-0.40750815150255565,1
-0.17,0.03,0.3,29,-0.3984867917421752,1
-0.17,0.03,0.3,30,-0.40475909748645544,1
-0.17,0.03,0.3,31,-0.4039474157696593,1
-0.17,0.03,0.3,32,-0.4064338558965022,1
-0.17,0.03,0.3,33,-0.4056593170827519,1
-0.17,0.03,0.3,34,-0.40725712988621543,1
-0.17,0.03,0.3,35,-0.4062031281848371,1
-0.17,0.03,0.3,36,-0.4002760145122537,1
-0.17,0.03,0.3,37,-0.40398527701897025,1
-0.17,0.03,0.3,38,-0.4082444968049114,1
-0.17,0.03,0.3,39,-0.40036218371219706,1
-0.17,0.03,0.3,40,-0.40790255191194447,1
-0.17,0.03,0.3,41,-0.4045681787096858,1
-0.17,0.03,0.3,42,-0.40662940354511745,1
-0.17,0.03,0.3,43,-0.3693068902837558,1
-0.17,0.03,0.3,44,-0.4055941724507781,1
-0.17,0.03,0.3,45,-0.40730700272963194,1
-0.17,0.03,0.3,46,-0.4075640012772721,1
-0.17,0.03,0.3,47,-0.3859828557313499,1
-0.17,0.03,0.3,48,-0.3893125836043663,1
-0.17,0.03,0.3,49,-0.40514046766970935,1
-0.17,0.03,0.3,50,-0.39738877077811596,1
-0.17,0.03,0.3,51,-0.40257685257054543,1
-0.17,0.03,0.3,52,-0.4054228632395938,1
-0.17,0.03,0.3,53,-0.4067860852646959,1
-0.17,0.03,0.3,54,-0.3994336121277032,1
-0.17,0.03,0.3,55,-0.40676831645527906,1
-0.17,0.03,0.3,56,-0.39449972732152033,1
-0.17,0.03,0.3,57,-0.40068937742849436,1
-0.17,0.03,0.3,58,-0.4057820507651717,1
-0.17,0.03,0.3,59,-0.40614077283717726,1
-0.17,0.05,0.02,0,-0.40470020080455926,1
-0.17,0.05,0.02,1,-0.40344866764987936,1
-0.17,0.05,0.02,2,-0.40192638625979704,1
-0.17,0.05,0.02,3,-0.4051494916723033,1
-0.17,0.05,0.02,4,-0.40735877618742966,1
-0.17,0.05,0.02,5,-0.4026083855446517,1
-0.17,0.05,0.02,6,-0.404813470468826,1
-0.17,0.05,0.02,7,-0.4011403700945099,1
-0.17,0.05,0.02,8,-0.40694918001139235,1
-0.17,0.05,0.02,9,-0.40683167309359064,1
-0.17,0.05,0.02,10,-0.4037543640633497,1
-0.17,0.05,0.02,11,-0.38758087739121194,1
-0.17,0.05,0.02,12,-0.40438002620541846,1
-0.17,0.05,0.02,13,-0.40124454909871454,1
-0.17,0.05,0.02,14,-0.4080870776116483,1
-0.17,0.05,0.02,15,-0.40819703481440783,1
-0.17,0.05,0.02,16,-0.3990315725689995,1
-0.17,0.05,0.02,17,-0.4029422242943403,1
-0.17,0.05,0.02,18,-0.4061935076179636,1
-0.17,0.05,0.02,19,-0.4026756826887965,1
-0.17,0.05,0.02,20,-0.40379676842372914,1
-0.17,0.05,0.02,21,-0.40649771257036976,1
-0.17,0.05,0.02,22,-0.4020894879039171,1
-0.17,0.05,0.02,23,-0.40312605362734394,1
-0.17,0.05,0.02,24,-0.4038127418095948,1
-0.17,0.05,0.02,25,-0.40173761391957147,1
-0.17,0.05,0.02,26,-0.4042056453164175,1
-0.17,0.05,0.02,27,-0.4048066416707466,1
-0.17,0.05,0.02,28,-0.4047120059240051,1
-0.17,0.05,0.02,29,-0.4043358831684315,1
-0.17,0.05,0.02,30,-0.40200999214664757,1
-0.17,0.05,0.02,31,-0.3912994752566892,1
-0.17,0.05,0.02,32,-0.40523448603158746,1
-0.17,0.05,0.02,33,-0.40735973958163346,1
-0.17,0.05,0.02,34,-0.4071562407412411,1
-0.17,0.05,0.02,35,-0.4056712630360705,1
-0.17,0.05,0.02,36,-0.40757170320308694,1
-0.17,0.05,0.02,37,-0.40080390202206906,1
-0.17,0.05,0.02,38,-0.40835720331180125,1
-0.17,0.05,0.02,39,-0.4041721137531094,1
-0.17,0.05,0.02,40,-0.4069424324184108,1
-0.17,0.05,0.02,41,-0.4045375832221356,1
-0.17,0.05,0.02,42,-0.40509792104363457,1
-0.17,0.05,0.02,43,-0.4059908084481813,1
-0.17,0.05,0.02,44,-0.4056713253605738,1
-0.17,0.05,0.02,45,-0.40542846188463305,1
-0.17,0.05,0.02,46,-0.40585007630586606,1
-0.17,0.05,0.02,47,-0.3961156150245994,1
-0.17,0.05,0.02,48,-0.402303777608873,1
-0.17,0.05,0.02,49,-0.40638921658783267,1
-0.17,0.05,0.02,50,-0.4065676834188959,1
-0.17,0.05,0.02,51,-0.4072167525660821,1
-0.17,0.05,0.02,52,-0.3967571160524735,1
-0.17,0.05,0.02,53,-0.40722366614994165,1
-0.17,0.05,0.02,54,-0.4078503352930196,1
-0.17,0.05,0.02,55,-0.3993105394429093,1
-0.17,0.05,0.02,56,-0.4077915218259449,1
-0.17,0.05,0.02,57,-0.40421300714094055,1
-0.17,0.05,0.02,58,-0.40571154960171146,1
-0.17,0.05,0.02,59,-0.4049061888006443,1
-0.17,0.05,0.1,0,-0.4055596158561607,1
-0.17,0.05,0.1,1,-0.40744683680025456,1
-0.17,0.05,0.1,2,-0.4079643882966556,1
-0.17,0.05,0.1,3,-0.403372058912841,1
-0.17,0.05,0.1,4,-0.40013090709519583,1
-0.17,0.05,0.1,5,-0.39403351770503875,1
-0.17,0.05,0.1,6,-0.40771843000779856,1
-0.17,0.05,0.1,7,-0.40625514528221784,1
-0.17,0.05,0.1,8,-0.40291287466049486,1
-0.17,0.05,0.1,9,-0.4082043620130717,1
-0.17,0.05,0.1,10,-0.40517160335375985,1
-0.17,0.05,0.1,11,-0.40385580192099413,1
-0.17,0.05,0.1,12,-0.4030736944699526,1
-0.17,0.05,0.1,13,-0.4046756661345557,1
-0.17,0.05,0.1,14,-0.40672898605808855,1
-0.17,0.05,0.1,15,-0.40600116557237914,1
-0.17,0.05,0.1,16,-0.40411280770515595,1
-0.17,0.05,0.1,17,-0.4082299980525655,1
-0.17,0.05,0.1,18,-0.3973620702584029,1
-0.17,0.05,0.1,19,-0.40115995885316447,1
-0.17,0.05,0.1,20,-0.40454243076752555,1
-0.17,0.05,0.1,21,-0.40277910046193754,1
-0.17,0.05,0.1,22,-0.40278033048242395,1
-0.17,0.05,0.1,23,-0.4056015351339494,1
-0.17,0.05,0.1,24,-0.4077671422642724,1
-0.17,0.05,0.1,25,-0.40614643850321963,1
-0.17,0.05,0.1,26,-0.4052298204155298,1
-0.17,0.05,0.1,27,-0.39983998894450773,1
-0.17,0.05,0.1,28,-0.4074120214473732,1
-0.17,0.05,0.1,29,-0.40049766227037165,1
-0.17,0.05,0.1,30,-0.40707655010214766,1
-0.17,0.05,0.1,31,-0.40572180967632726,1
-0.17,0.05,0.1,32,-0.4082518987116924,1
-0.17,0.05,0.1,33,-0.39834509344218827,1
-0.17,0.05,0.1,34,-0.4073310350202764,1
-0.17,0.05,0.1,35,-0.40601596870179013,1
-0.17,0.05,0.1,36,-0.4043978308469185,1
-0.17,0.05,0.1,37,-0.39877562229480956,1
-0.17,0.05,0.1,38,-0.4017576151204442,1
-0.17,0.05,0.1,39,-0.40712000674775917,1
-0.17,0.05,0.1,40,-0.4077150558384649,1
-0.17,0.05,0.1,41,-0.3944649623955627,1
-0.17,0.05,0.1,42,-0.4072987154546818,1
-0.17,0.05,0.1,43,-0.40734059280429574,1
-0.17,0.05,0.1,44,-0.40672528469063807,1
-0.17,0.05,0.1,45,-0.40835054012162314,1
-0.17,0.05,0.1,46,-0.3891412471031833,1
-0.17,0.05,0.1,47,-0.4069669057709624,1
-0.17,0.05,0.1,48,-0.4050483226067355,1
-0.17,0.05,0.1,49,-0.4081494702972507,1
-0.17,0.05,0.1,50,-0.405126868365258,1
-0.17,0.05,0.1,51,-0.4078246155224918,1
-0.17,0.05,0.1,52,-0.40702411341162265,1
-0.17,0.05,0.1,53,-0.40800928724656527,1
-0.17,0.05,0.1,54,-0.4069164735524493,1
-0.17,0.05,0.1,55,-0.4074343381231169,1
-0.17,0.05,0.1,56,-0.39474267057889867,1
-0.17,0.05,0.1,57,-0.40428657471214857,1
-0.17,0.05,0.1,58,-0.4040385064208119,1
-0.17,0.05,0.1,59,-0.40411909842524,1
-0.17,0.05,0.3,0,-0.40659826597019844,1
-0.17,0.05,0.3,1,-0.39004074809764294,1
-0.17,0.05,0.3,2,-0.3920295879532617,1
-0.17,0.05,0.3,3,-0.4081269576032116,1
-0.17,0.05,0.3,4,-0.4051126065207411,1
-0.17,0.05,0.3,5,-0.4072091206631286,1
-0.17,0.05,0.3,6,-0.4065049024499653,1
-0.17,0.05,0.3,7,-0.4080026446493665,1
-0.17,0.05,0.3,8,-0.40379840465410716,1
-0.17,0.05,0.3,9,-0.40526681561510774,1
-0.17,0.05,0.3,10,-0.40513071376737936,1
