base_beta,sigma,corr_len,sample_idx,alpha_min,sep_event
-0.17,0.05,0.3,11,-0.40318334928265237,1
-0.17,0.05,0.3,12,-0.4078485989914322,1
-0.17,0.05,0.3,13,-0.4022344208624417,1
-0.17,0.05,0.3,14,-0.4056558655471161,1
-0.17,0.05,0.3,15,-0.40406491058895705,1
-0.17,0.05,0.3,16,-0.4067685189060711,1
-0.17,0.05,0.3,17,-0.40666244332325724,1
-0.17,0.05,0.3,18,-0.4060294722721731,1
-0.17,0.05,0.3,19,-0.40723164604774525,1
-0.17,0.05,0.3,20,-0.4067606652298684,1
-0.17,0.05,0.3,21,-0.39462191371557864,1
-0.17,0.05,0.3,22,-0.40023326592105124,1
-0.17,0.05,0.3,23,-0.4061480037798086,1
-0.17,0.05,0.3,24,-0.4073644654218673,1
-0.17,0.05,0.3,25,-0.4073568320194327,1
-0.17,0.05,0.3,26,-0.4047187484824476,1
-0.17,0.05,0.3,27,-0.39680534878033713,1
-0.17,0.05,0.3,28,-0.40650738041256573,1
-0.17,0.05,0.3,29,-0.4074637099103937,1
-0.17,0.05,0.3,30,-0.4054911985972449,1
-0.17,0.05,0.3,31,-0.4041270739036405,1
-0.17,0.05,0.3,32,-0.40837949169258847,1
-0.17,0.05,0.3,33,-0.40597219374679816,1
-0.17,0.05,0.3,34,-0.4065918123928507,1
-0.17,0.05,0.3,35,-0.39962804132199803,1
-0.17,0.05,0.3,36,-0.4040765900270152,1
-0.17,0.05,0.3,37,-0.38852460909682623,1
-0.17,0.05,0.3,38,-0.40626263723156775,1
-0.17,0.05,0.3,39,-0.40831866574877074,1
-0.17,0.05,0.3,40,-0.4032193280019794,1
-0.17,0.05,0.3,41,-0.4036471222634054,1
-0.17,0.05,0.3,42,-0.3720270108263114,1
-0.17,0.05,0.3,43,-0.4029477022509743,1
-0.17,0.05,0.3,44,-0.4008099915418088,1
-0.17,0.05,0.3,45,-0.40654204794873505,1
-0.17,0.05,0.3,46,-0.4082688551183537,1
-0.17,0.05,0.3,47,-0.38742087516232965,1
-0.17,0.05,0.3,48,-0.40220934061840585,1
-0.17,0.05,0.3,49,-0.3995247868347778,1
-0.17,0.05,0.3,50,-0.40754503647913404,1
-0.17,0.05,0.3,51,-0.4074792626377705,1
-0.17,0.05,0.3,52,-0.40565026376266855,1
-0.17,0.05,0.3,53,-0.40830281346531155,1
-0.17,0.05,0.3,54,-0.40825805642772073,1
-0.17,0.05,0.3,55,-0.4076389920814687,1
-0.17,0.05,0.3,56,-0.40568079374547233,1
-0.17,0.05,0.3,57,-0.4080714913841943,1
-0.17,0.05,0.3,58,-0.403536918655208,1
-0.17,0.05,0.3,59,-0.3693068902837558,1
-0.165,0.01,0.02,0,-0.4022687929817366,1
-0.165,0.01,0.02,1,-0.3906307348706293,1
-0.165,0.01,0.02,2,-0.39893016274757753,1
-0.165,0.01,0.02,3,-0.3898023765202125,1
-0.165,0.01,0.02,4,-0.3906793362106624,1
-0.165,0.01,0.02,5,-0.39350609818684884,1
-0.165,0.01,0.02,6,-0.39504731063493376,1
-0.165,0.01,0.02,7,-0.3894592229995028,1
-0.165,0.01,0.02,8,-0.4006655939589577,1
-0.165,0.01,0.02,9,-0.394068804599601,1
-0.165,0.01,0.02,10,-0.38965361787115743,1
-0.165,0.01,0.02,11,-0.4013620364783575,1
-0.165,0.01,0.02,12,-0.39348961511425884,1
-0.165,0.01,0.02,13,-0.3931126303112372,1
-0.165,0.01,0.02,14,-0.3981508426399199,1
-0.165,0.01,0.02,15,-0.39862943699112896,1
-0.165,0.01,0.02,16,-0.3893240465843391,1
-0.165,0.01,0.02,17,-0.38192908925514596,1
-0.165,0.01,0.02,18,-0.385028839530308,1
-0.165,0.01,0.02,19,-0.3859848221076458,1
-0.165,0.01,0.02,20,-0.3850019243649851,1
-0.165,0.01,0.02,21,-0.3972387073265871,1
-0.165,0.01,0.02,22,-0.39733955732661874,1
-0.165,0.01,0.02,23,-0.386520316447406,1
-0.165,0.01,0.02,24,-0.40612737619627487,1
-0.165,0.01,0.02,25,-0.38864503522203653,1
-0.165,0.01,0.02,26,-0.39324185311631293,1
-0.165,0.01,0.02,27,-0.3972135056090524,1
-0.165,0.01,0.02,28,-0.3900902002579741,1
-0.165,0.01,0.02,29,-0.3905958272038275,1
-0.165,0.01,0.02,30,-0.3833307547272144,1
-0.165,0.01,0.02,31,-0.38863378827677075,1
-0.165,0.01,0.02,32,-0.3917401353426375,1
-0.165,0.01,0.02,33,-0.386818448117596,1
-0.165,0.01,0.02,34,-0.3958252901264201,1
-0.165,0.01,0.02,35,-0.3938111260375795,1
-0.165,0.01,0.02,36,-0.3986729081989448,1
-0.165,0.01,0.02,37,-0.3913642526969265,1
-0.165,0.01,0.02,38,-0.3997403039960097,1
-0.165,0.01,0.02,39,-0.397623219332632,1
-0.165,0.01,0.02,40,-0.38367868297633084,1
-0.165,0.01,0.02,41,-0.3842520609704485,1
-0.165,0.01,0.02,42,-0.387484545026315,1
-0.165,0.01,0.02,43,-0.3915160830504384,1
-0.165,0.01,0.02,44,-0.3853446055638938,1
-0.165,0.01,0.02,45,-0.3984225615090608,1
-0.165,0.01,0.02,46,-0.3810573596050201,1
-0.165,0.01,0.02,47,-0.3987133133471472,1
-0.165,0.01,0.02,48,-0.39055988142818865,1
-0.165,0.01,0.02,49,-0.38419749218753957,1
-0.165,0.01,0.02,50,-0.3949219430163233,1
-0.165,0.01,0.02,51,-0.3911223466316874,1
-0.165,0.01,0.02,52,-0.4057998167879233,1
-0.165,0.01,0.02,53,-0.3907975266309179,1
-0.165,0.01,0.02,54,-0.4032328809661293,1
-0.165,0.01,0.02,55,-0.39298320070383846,1
-0.165,0.01,0.02,56,-0.39613573406779673,1
-0.165,0.01,0.02,57,-0.40327625875529305,1
-0.165,0.01,0.02,58,-0.39560350019779467,1
-0.165,0.01,0.02,59,-0.3815255099014816,1
-0.165,0.01,0.1,0,-0.380550426594717,1
-0.165,0.01,0.1,1,-0.3907868248151477,1
-0.165,0.01,0.1,2,-0.39655250475990383,1
-0.165,0.01,0.1,3,-0.38223345051913216,1
-0.165,0.01,0.1,4,-0.3954382377516372,1
-0.165,0.01,0.1,5,-0.38899968043790445,1
-0.165,0.01,0.1,6,-0.38074923401635136,1
-0.165,0.01,0.1,7,-0.3799850260781131,1
-0.165,0.01,0.1,8,-0.3851304368289668,1
-0.165,0.01,0.1,9,-0.4048506919533985,1
-0.165,0.01,0.1,10,-0.3911247984218207,1
-0.165,0.01,0.1,11,-0.40760022642057264,1
-0.165,0.01,0.1,12,-0.3806130075477936,1
-0.165,0.01,0.1,13,-0.3835590586418511,1
-0.165,0.01,0.1,14,-0.3773530361192252,1
-0.165,0.01,0.1,15,-0.3899402648554568,1
-0.165,0.01,0.1,16,-0.38387712468911933,1
-0.165,0.01,0.1,17,-0.38754502800858903,1
-0.165,0.01,0.1,18,-0.37324051962163873,1
-0.165,0.01,0.1,19,-0.3966523727864249,1
-0.165,0.01,0.1,20,-0.40228278196627454,1
-0.165,0.01,0.1,21,-0.37962909209664597,1
-0.165,0.01,0.1,22,-0.3948802663513513,1
-0.165,0.01,0.1,23,-0.39559518811777195,1
-0.165,0.01,0.1,24,-0.38677175748490433,1
-0.165,0.01,0.1,25,-0.3908133767553956,1
-0.165,0.01,0.1,26,-0.3886695832842603,1
-0.165,0.01,0.1,27,-0.38879899047111527,1
-0.165,0.01,0.1,28,-0.3867494703770713,1
-0.165,0.01,0.1,29,-0.3891148182105898,1
-0.165,0.01,0.1,30,-0.39898884595728934,1
-0.165,0.01,0.1,31,-0.39616828427415807,1
-0.165,0.01,0.1,32,-0.38126133334657497,1
-0.165,0.01,0.1,33,-0.39543157193628176,1
-0.165,0.01,0.1,34,-0.3783933222947692,1
-0.165,0.01,0.1,35,-0.3968038913022723,1
-0.165,0.01,0.1,36,-0.38080180442091316,1
-0.165,0.01,0.1,37,-0.3894124854519304,1
-0.165,0.01,0.1,38,-0.390552214757132,1
-0.165,0.01,0.1,39,-0.4027420771509194,1
-0.165,0.01,0.1,40,-0.3896309241514369,1
-0.165,0.01,0.1,41,-0.3789377112184888,1
-0.165,0.01,0.1,42,-0.4063922810163554,1
-0.165,0.01,0.1,43,-0.392320108931549,1
-0.165,0.01,0.1,44,-0.38171845941653815,1
-0.165,0.01,0.1,45,-0.38912271869731324,1
-0.165,0.01,0.1,46,-0.3876908511839876,1
-0.165,0.01,0.1,47,-0.3859693565938669,1
-0.165,0.01,0.1,48,-0.39085949986393903,1
-0.165,0.01,0.1,49,-0.3837396118444494,1
-0.165,0.01,0.1,50,-0.3843202276142303,1
-0.165,0.01,0.1,51,-0.38168150648920435,1
-0.165,0.01,0.1,52,-0.38159359911284,1
-0.165,0.01,0.1,53,-0.39372632639075,1
-0.165,0.01,0.1,54,-0.39744493267727926,1
-0.165,0.01,0.1,55,-0.3824374816622789,1
-0.165,0.01,0.1,56,-0.3824705650762517,1
-0.165,0.01,0.1,57,-0.3840420650503168,1
-0.165,0.01,0.1,58,-0.3971990561539796,1
-0.165,0.01,0.1,59,-0.3794504109495675,1
-0.165,0.01,0.3,0,-0.39238251176835315,1
-0.165,0.01,0.3,1,-0.399478341884535,1
-0.165,0.01,0.3,2,-0.3915755040607639,1
-0.165,0.01,0.3,3,-0.3825754099443435,1
-0.165,0.01,0.3,4,-0.3720221074659576,1
-0.165,0.01,0.3,5,-0.39205973569772967,1
-0.165,0.01,0.3,6,-0.3831001838589775,1
-0.165,0.01,0.3,7,-0.3751221195774681,1
-0.165,0.01,0.3,8,0.17689352449445106,0
-0.165,0.01,0.3,9,-0.37433652226411873,1
-0.165,0.01,0.3,10,-0.3803868817567681,1
-0.165,0.01,0.3,11,-0.3822150334086462,1
-0.165,0.01,0.3,12,-0.384530525536725,1
-0.165,0.01,0.3,13,-0.3937120428558216,1
-0.165,0.01,0.3,14,-0.37323289339250276,1
-0.165,0.01,0.3,15,-0.3912498757358084,1
-0.165,0.01,0.3,16,-0.3882782563122407,1
-0.165,0.01,0.3,17,-0.38331815515919115,1
-0.165,0.01,0.3,18,-0.387108564525784,1
-0.165,0.01,0.3,19,-0.3725810194018217,1
-0.165,0.01,0.3,20,-0.37233883269718115,1
-0.165,0.01,0.3,21,-0.3815672757194393,1
-0.165,0.01,0.3,22,-0.3737649214549472,1
-0.165,0.01,0.3,23,-0.3843409387396835,1
-0.165,0.01,0.3,24,-0.06471483421056956,1
-0.165,0.01,0.3,25,-0.38936676241226315,1
-0.165,0.01,0.3,26,-0.393408344059251,1
-0.165,0.01,0.3,27,-0.372934231866171,1
-0.165,0.01,0.3,28,-0.38769561451644347,1
-0.165,0.01,0.3,29,-0.3801929108601753,1
-0.165,0.01,0.3,30,-0.38719648018972525,1
-0.165,0.01,0.3,31,-0.3683254098705889,1
-0.165,0.01,0.3,32,-0.37506527593436884,1
-0.165,0.01,0.3,33,-0.38120664525605075,1
-0.165,0.01,0.3,34,-0.3715229752130593,1
-0.165,0.01,0.3,35,-0.329482770006955,1
-0.165,0.01,0.3,36,-0.40192209004581253,1
-0.165,0.01,0.3,37,-0.3897604176932938,1
-0.165,0.01,0.3,38,-0.36882768575552816,1
-0.165,0.01,0.3,39,-0.37114158368403954,1
-0.165,0.01,0.3,40,-0.21209564252746885,1
-0.165,0.01,0.3,41,-0.3728602222966848,1
-0.165,0.01,0.3,42,-0.39018018736929583,1
-0.165,0.01,0.3,43,-0.3726060796590987,1
-0.165,0.01,0.3,44,-0.3912510037578683,1
-0.165,0.01,0.3,45,-0.3941312560360716,1
-0.165,0.01,0.3,46,-0.38988309220133943,1
-0.165,0.01,0.3,47,-0.3749394547168592,1
-0.165,0.01,0.3,48,0.17684422081044698,0
-0.165,0.01,0.3,49,-0.3705498434023643,1
-0.165,0.01,0.3,50,-0.3916114082842553,1
-0.165,0.01,0.3,51,-0.23081925231833658,1
-0.165,0.01,0.3,52,-0.3962271639544332,1
-0.165,0.01,0.3,53,-0.39366665785158256,1
-0.165,0.01,0.3,54,-0.37530658966146885,1
-0.165,0.01,0.3,55,-0.3701679160700187,1
-0.165,0.01,0.3,56,-0.37575237935850453,1
-0.165,0.01,0.3,57,-0.3816111301787758,1
-0.165,0.01,0.3,58,-0.3854419532585585,1
-0.165,0.01,0.3,59,-0.39586079114635553,1
-0.165,0.03,0.02,0,-0.4074445468371953,1
-0.165,0.03,0.02,1,-0.40776211153778485,1
-0.165,0.03,0.02,2,-0.40693583354372526,1
-0.165,0.03,0.02,3,-0.4060504497954708,1
-0.165,0.03,0.02,4,-0.4072669476847837,1
-0.165,0.03,0.02,5,-0.4046367536748185,1
-0.165,0.03,0.02,6,-0.40783972094994725,1
-0.165,0.03,0.02,7,-0.40815261235215183,1
-0.165,0.03,0.02,8,-0.4024915985091593,1
-0.165,0.03,0.02,9,-0.4035489562133161,1
-0.165,0.03,0.02,10,-0.4072645080367233,1
-0.165,0.03,0.02,11,-0.40139033991501105,1
-0.165,0.03,0.02,12,-0.4002442261346112,1
-0.165,0.03,0.02,13,-0.40671724854452485,1
-0.165,0.03,0.02,14,-0.4071193516829162,1
-0.165,0.03,0.02,15,-0.3960072588887984,1
-0.165,0.03,0.02,16,-0.40697712031701183,1
-0.165,0.03,0.02,17,-0.40631235593787096,1
-0.165,0.03,0.02,18,-0.4045813116174286,1
-0.165,0.03,0.02,19,-0.4059940216398514,1
-0.165,0.03,0.02,20,-0.4080417155464834,1
-0.165,0.03,0.02,21,-0.4067077739716647,1
-0.165,0.03,0.02,22,-0.4069445493474163,1
-0.165,0.03,0.02,23,-0.406305139513637,1
-0.165,0.03,0.02,24,-0.4052230015340717,1
-0.165,0.03,0.02,25,-0.4059278407929127,1
-0.165,0.03,0.02,26,-0.4071567637619172,1
-0.165,0.03,0.02,27,-0.4074742008104241,1
-0.165,0.03,0.02,28,-0.4080946101198946,1
-0.165,0.03,0.02,29,-0.4057169574084258,1
-0.165,0.03,0.02,30,-0.4072370453028663,1
-0.165,0.03,0.02,31,-0.39181327486386897,1
-0.165,0.03,0.02,32,-0.40555158293243376,1
-0.165,0.03,0.02,33,-0.4078373530398315,1
-0.165,0.03,0.02,34,-0.4063525318891268,1
-0.165,0.03,0.02,35,-0.40391357824031643,1
-0.165,0.03,0.02,36,-0.4027433706228742,1
-0.165,0.03,0.02,37,-0.39838267047587894,1
-0.165,0.03,0.02,38,-0.4062326245715251,1
-0.165,0.03,0.02,39,-0.4011589948964144,1
-0.165,0.03,0.02,40,-0.40730042257302873,1
-0.165,0.03,0.02,41,-0.4065803583630965,1
-0.165,0.03,0.02,42,-0.40819641747805047,1
-0.165,0.03,0.02,43,-0.4068418070141314,1
-0.165,0.03,0.02,44,-0.40515189471862256,1
-0.165,0.03,0.02,45,-0.4032560980244523,1
-0.165,0.03,0.02,46,-0.4079200170668799,1
-0.165,0.03,0.02,47,-0.40614641114728584,1
-0.165,0.03,0.02,48,-0.4063186948059861,1
-0.165,0.03,0.02,49,-0.40454382901785935,1
-0.165,0.03,0.02,50,-0.38999842483439684,1
-0.165,0.03,0.02,51,-0.4017151730786244,1
-0.165,0.03,0.02,52,-0.4010360924813351,1
-0.165,0.03,0.02,53,-0.4062539859285213,1
-0.165,0.03,0.02,54,-0.4022343488281308,1
-0.165,0.03,0.02,55,-0.3991784408331629,1
-0.165,0.03,0.02,56,-0.39596692490316654,1
-0.165,0.03,0.02,57,-0.4070126945631137,1
-0.165,0.03,0.02,58,-0.4053264715099249,1
-0.165,0.03,0.02,59,-0.39855743382077574,1
-0.165,0.03,0.1,0,-0.391804682253414,1
-0.165,0.03,0.1,1,-0.4072524365027472,1
-0.165,0.03,0.1,2,-0.40268613477606724,1
-0.165,0.03,0.1,3,-0.40833001048574996,1
-0.165,0.03,0.1,4,-0.407414277496903,1
-0.165,0.03,0.1,5,-0.3859001546567214,1
-0.165,0.03,0.1,6,-0.40788195268018923,1
-0.165,0.03,0.1,7,-0.3890333391870639,1
-0.165,0.03,0.1,8,-0.40462186202971306,1
-0.165,0.03,0.1,9,-0.4047691138331086,1
-0.165,0.03,0.1,10,-0.4042713859587037,1
-0.165,0.03,0.1,11,-0.3729203558823113,1
-0.165,0.03,0.1,12,-0.40597801539294515,1
-0.165,0.03,0.1,13,-0.4031201645685451,1
-0.165,0.03,0.1,14,-0.3992153171845585,1
-0.165,0.03,0.1,15,-0.40539645062345975,1
-0.165,0.03,0.1,16,-0.4052819968674762,1
-0.165,0.03,0.1,17,-0.4072736615846784,1
-0.165,0.03,0.1,18,-0.4035016312395461,1
-0.165,0.03,0.1,19,-0.4051452254269178,1
-0.165,0.03,0.1,20,-0.40608777545377217,1
-0.165,0.03,0.1,21,-0.4044417827870337,1
-0.165,0.03,0.1,22,-0.40812880135448026,1
-0.165,0.03,0.1,23,-0.4073063977982105,1
-0.165,0.03,0.1,24,-0.40505782379402727,1
-0.165,0.03,0.1,25,-0.3914706070057372,1
-0.165,0.03,0.1,26,-0.4069962625105721,1
-0.165,0.03,0.1,27,-0.40232276936356604,1
-0.165,0.03,0.1,28,-0.40750640988586395,1
-0.165,0.03,0.1,29,-0.3970597943030956,1
-0.165,0.03,0.1,30,-0.4076555997152337,1
-0.165,0.03,0.1,31,-0.39068578643295476,1
-0.165,0.03,0.1,32,-0.4068677933999483,1
-0.165,0.03,0.1,33,-0.401735375960238,1
-0.165,0.03,0.1,34,-0.4053809176280036,1
-0.165,0.03,0.1,35,-0.40723384265654466,1
-0.165,0.03,0.1,36,-0.4079033417011329,1
-0.165,0.03,0.1,37,-0.4057555822169063,1
-0.165,0.03,0.1,38,-0.4043139536077652,1
-0.165,0.03,0.1,39,-0.40616895049546037,1
-0.165,0.03,0.1,40,-0.4033439757546147,1
-0.165,0.03,0.1,41,-0.4068486408502077,1
-0.165,0.03,0.1,42,-0.4058066501620416,1
-0.165,0.03,0.1,43,-0.40676107072595863,1
-0.165,0.03,0.1,44,-0.4064078923725727,1
-0.165,0.03,0.1,45,-0.3787270451358906,1
-0.165,0.03,0.1,46,-0.4056955489545518,1
-0.165,0.03,0.1,47,-0.4050376705674592,1
-0.165,0.03,0.1,48,-0.4009031273959836,1
-0.165,0.03,0.1,49,-0.407449714068229,1
-0.165,0.03,0.1,50,-0.37796927395524477,1
-0.165,0.03,0.1,51,-0.4021707752727125,1
-0.165,0.03,0.1,52,-0.40535555591209577,1
-0.165,0.03,0.1,53,-0.4042639087372424,1
-0.165,0.03,0.1,54,-0.40349602479481156,1
-0.165,0.03,0.1,55,-0.4061678431438327,1
-0.165,0.03,0.1,56,-0.40785862075127505,1
-0.165,0.03,0.1,57,-0.4028490351435288,1
-0.165,0.03,0.1,58,-0.39999146049069106,1
-0.165,0.03,0.1,59,-0.40600018392142184,1
-0.165,0.03,0.3,0,-0.3764068827472261,1
-0.165,0.03,0.3,1,-0.40449631606933223,1
-0.165,0.03,0.3,2,-0.3920802605027434,1
-0.165,0.03,0.3,3,-0.40748500120063924,1
-0.165,0.03,0.3,4,-0.4072119778456803,1
-0.165,0.03,0.3,5,-0.40787243883731533,1
-0.165,0.03,0.3,6,-0.3692343369695307,1
-0.165,0.03,0.3,7,-0.40739021122669333,1
-0.165,0.03,0.3,8,-0.40804105816500014,1
-0.165,0.03,0.3,9,-0.3730726235957146,1
-0.165,0.03,0.3,10,-0.4062384876330062,1
-0.165,0.03,0.3,11,-0.40327850762134665,1
-0.165,0.03,0.3,12,-0.40794175712446457,1
-0.165,0.03,0.3,13,-0.4070380790621985,1
-0.165,0.03,0.3,14,-0.3981984895500793,1
-0.165,0.03,0.3,15,-0.4031217225407174,1
-0.165,0.03,0.3,16,0.17689352449445106,0
-0.165,0.03,0.3,17,-0.4029257285889696,1
-0.165,0.03,0.3,18,-0.40810558185945406,1
-0.165,0.03,0.3,19,-0.3675153162515073,1
-0.165,0.03,0.3,20,0.17689352449445106,0
-0.165,0.03,0.3,21,-0.38313800374624646,1
-0.165,0.03,0.3,22,-0.407123594220769,1
-0.165,0.03,0.3,23,-0.3864993643778655,1
-0.165,0.03,0.3,24,-0.40391706482181583,1
-0.165,0.03,0.3,25,-0.40819804056721204,1
-0.165,0.03,0.3,26,-0.4060729576764584,1
-0.165,0.03,0.3,27,-0.4065724338746449,1
-0.165,0.03,0.3,28,-0.40626070284876126,1
-0.165,0.03,0.3,29,-0.3952599121201622,1
-0.165,0.03,0.3,30,-0.4011782927533275,1
-0.165,0.03,0.3,31,-0.40356155189355675,1
-0.165,0.03,0.3,32,-0.3873173207273431,1
-0.165,0.03,0.3,33,-0.40829498321598096,1
-0.165,0.03,0.3,34,-0.38573749114978223,1
-0.165,0.03,0.3,35,-0.37646714251218366,1
-0.165,0.03,0.3,36,-0.40000771316439204,1
-0.165,0.03,0.3,37,-0.40818885340548855,1
-0.165,0.03,0.3,38,-0.40792789562831816,1
-0.165,0.03,0.3,39,-0.408184453555355,1
-0.165,0.03,0.3,40,-0.3913383820793711,1
-0.165,0.03,0.3,41,-0.3864158099961462,1
-0.165,0.03,0.3,42,-0.407694769711211,1
-0.165,0.03,0.3,43,-0.39941832920056985,1
-0.165,0.03,0.3,44,0.1760402254250415,0
-0.165,0.03,0.3,45,-0.37642294112286434,1
-0.165,0.03,0.3,46,-0.40001097886446096,1
-0.165,0.03,0.3,47,-0.3982148267011133,1
-0.165,0.03,0.3,48,-0.3978652186808428,1
-0.165,0.03,0.3,49,-0.40595878182999384,1
-0.165,0.03,0.3,50,-0.3945862389567505,1
-0.165,0.03,0.3,51,-0.4078193016922622,1
-0.165,0.03,0.3,52,-0.389895292380801,1
-0.165,0.03,0.3,53,-0.4063779790710928,1
-0.165,0.03,0.3,54,-0.4080379645473234,1
-0.165,0.03,0.3,55,-0.3934193619756563,1
-0.165,0.03,0.3,56,-0.4057576856358335,1
-0.165,0.03,0.3,57,-0.4057473333602686,1
-0.165,0.03,0.3,58,-0.40212801350604993,1
-0.165,0.03,0.3,59,-0.40709837785116365,1
-0.165,0.05,0.02,0,-0.40810060729461406,1
-0.165,0.05,0.02,1,-0.4070350169195268,1
-0.165,0.05,0.02,2,-0.4030956533267209,1
-0.165,0.05,0.02,3,-0.40723354360476494,1
-0.165,0.05,0.02,4,-0.4046236753924209,1
-0.165,0.05,0.02,5,-0.4028051842591154,1
-0.165,0.05,0.02,6,-0.39984908508201394,1
-0.165,0.05,0.02,7,-0.4019701503254055,1
-0.165,0.05,0.02,8,-0.4030580019420742,1
-0.165,0.05,0.02,9,-0.4052120152569588,1
-0.165,0.05,0.02,10,-0.40486863197537987,1
-0.165,0.05,0.02,11,-0.4039968690057304,1
-0.165,0.05,0.02,12,-0.40472233039670075,1
-0.165,0.05,0.02,13,-0.4038166726563925,1
-0.165,0.05,0.02,14,-0.4045344271273563,1
-0.165,0.05,0.02,15,-0.39638658923181064,1
-0.165,0.05,0.02,16,-0.3949711592066632,1
-0.165,0.05,0.02,17,-0.4063017965492532,1
-0.165,0.05,0.02,18,-0.4049498257401066,1
-0.165,0.05,0.02,19,-0.40510352477571654,1
-0.165,0.05,0.02,20,-0.402125213144459,1
-0.165,0.05,0.02,21,-0.40812484285802025,1
-0.165,0.05,0.02,22,-0.383691040655846,1
-0.165,0.05,0.02,23,-0.40617647122976586,1
-0.165,0.05,0.02,24,-0.3893927911469154,1
-0.165,0.05,0.02,25,-0.4081916335458751,1
-0.165,0.05,0.02,26,-0.4054455160963492,1
-0.165,0.05,0.02,27,-0.4055992909027798,1
-0.165,0.05,0.02,28,-0.40286103209909485,1
-0.165,0.05,0.02,29,-0.39471143705208533,1
-0.165,0.05,0.02,30,-0.40750901723925675,1
-0.165,0.05,0.02,31,-0.40596383480611903,1
-0.165,0.05,0.02,32,-0.40637703659481544,1
-0.165,0.05,0.02,33,-0.40364649562625937,1
-0.165,0.05,0.02,34,-0.3998735242787987,1
-0.165,0.05,0.02,35,-0.4054035491547445,1
-0.165,0.05,0.02,36,-0.4044037123618353,1
-0.165,0.05,0.02,37,-0.4012215776377762,1
-0.165,0.05,0.02,38,-0.4018365340166234,1
-0.165,0.05,0.02,39,-0.40776634527199196,1
-0.165,0.05,0.02,40,-0.4022915141861962,1
-0.165,0.05,0.02,41,-0.40627807500563495,1
-0.165,0.05,0.02,42,-0.4031554710702828,1
-0.165,0.05,0.02,43,-0.4053118348567859,1
-0.165,0.05,0.02,44,-0.40403731078143795,1
-0.165,0.05,0.02,45,-0.407689219363937,1
-0.165,0.05,0.02,46,-0.39793763653179265,1
-0.165,0.05,0.02,47,-0.4072391258558567,1
-0.165,0.05,0.02,48,-0.4066191619141605,1
-0.165,0.05,0.02,49,-0.40738254074381297,1
-0.165,0.05,0.02,50,-0.4075788161043313,1
-0.165,0.05,0.02,51,-0.4082228625544332,1
-0.165,0.05,0.02,52,-0.4072688463363005,1
-0.165,0.05,0.02,53,-0.39777954962188694,1
-0.165,0.05,0.02,54,-0.40839287038945243,1
-0.165,0.05,0.02,55,-0.40562890768484716,1
-0.165,0.05,0.02,56,-0.4013700057951135,1
-0.165,0.05,0.02,57,-0.3946914571305142,1
-0.165,0.05,0.02,58,-0.39835421787615977,1
-0.165,0.05,0.02,59,-0.40804010884037417,1
-0.165,0.05,0.1,0,-0.4053243437836111,1
-0.165,0.05,0.1,1,-0.3946808611963251,1
-0.165,0.05,0.1,2,-0.4021934662362507,1
-0.165,0.05,0.1,3,-0.4062766877553772,1
-0.165,0.05,0.1,4,-0.4030814220897098,1
-0.165,0.05,0.1,5,-0.40585894505970116,1
-0.165,0.05,0.1,6,-0.4068321830778906,1
-0.165,0.05,0.1,7,-0.40480176001819534,1
-0.165,0.05,0.1,8,-0.4084281027581081,1
-0.165,0.05,0.1,9,-0.40161675484884296,1
-0.165,0.05,0.1,10,-0.40115348420431896,1
-0.165,0.05,0.1,11,-0.40075844638959046,1
-0.165,0.05,0.1,12,-0.4062302009254226,1
-0.165,0.05,0.1,13,-0.40616822134145847,1
-0.165,0.05,0.1,14,-0.40718107531770065,1
-0.165,0.05,0.1,15,-0.4067617591328459,1
-0.165,0.05,0.1,16,-0.4078617264525876,1
-0.165,0.05,0.1,17,-0.40166066418951657,1
-0.165,0.05,0.1,18,-0.40512051719235553,1
-0.165,0.05,0.1,19,-0.4057083149305171,1
-0.165,0.05,0.1,20,-0.39777432232311,1
-0.165,0.05,0.1,21,-0.40420478982056524,1
-0.165,0.05,0.1,22,-0.4060247687732092,1
-0.165,0.05,0.1,23,-0.39944936179625373,1
-0.165,0.05,0.1,24,-0.4068271510264178,1
-0.165,0.05,0.1,25,-0.40044389159666705,1
-0.165,0.05,0.1,26,-0.4022644632868113,1
-0.165,0.05,0.1,27,-0.40748314171478905,1
-0.165,0.05,0.1,28,-0.3955445322223632,1
-0.165,0.05,0.1,29,-0.40759800528091794,1
-0.165,0.05,0.1,30,-0.4070114240675126,1
-0.165,0.05,0.1,31,-0.40258859120133783,1
-0.165,0.05,0.1,32,-0.40451389959071454,1
-0.165,0.05,0.1,33,-0.4037244570338873,1
-0.165,0.05,0.1,34,-0.3843288764076937,1
-0.165,0.05,0.1,35,-0.4078209735020155,1
-0.165,0.05,0.1,36,-0.4063995040642318,1
-0.165,0.05,0.1,37,-0.4074167648985387,1
-0.165,0.05,0.1,38,-0.40746050576764326,1
-0.165,0.05,0.1,39,-0.40802827776263556,1
-0.165,0.05,0.1,40,-0.40791304901346065,1
-0.165,0.05,0.1,41,-0.4065997398516932,1
-0.165,0.05,0.1,42,-0.40769202777649405,1
-0.165,0.05,0.1,43,-0.399580717564933,1
-0.165,0.05,0.1,44,-0.4079095549508107,1
-0.165,0.05,0.1,45,-0.40616270404621463,1
-0.165,0.05,0.1,46,-0.4051698261506272,1
-0.165,0.05,0.1,47,-0.4060612012058494,1
-0.165,0.05,0.1,48,-0.4065286539012638,1
